Raw_Dist,RX_Power,FP_Power,Quality,True_Distance
1.29,-71.4,-75.58,282.93,1.27
1.29,-71.83,-76.3,299.83,1.27
1.31,-72.3,-77.51,296.08,1.27
1.31,-70.92,-75.08,326.17,1.27
1.29,-71.42,-75.7,306.08,1.27
1.29,-71.85,-77.15,284.54,1.27
1.29,-71.48,-75.91,299.92,1.27
1.29,-71.59,-75.92,325.12,1.27
1.31,-71.64,-76.39,309.71,1.27
1.32,-71.7,-75.76,280.57,1.27
1.29,-71.6,-75.71,320.08,1.27
1.31,-71.95,-77.68,243.18,1.27
1.33,-72.53,-77.68,291.5,1.27
1.32,-71.52,-75.63,279.39,1.27
1.31,-71.65,-77.1,282.04,1.27
1.31,-72.08,-77.04,302.12,1.27
1.33,-71.48,-75.94,273.89,1.27
1.3,-71.67,-75.85,333.54,1.27
1.3,-72.63,-78.42,267.71,1.27
1.31,-71.78,-76.32,361.35,1.27
1.31,-71.67,-76.12,311.87,1.27
1.29,-71.84,-76.42,314.62,1.27
1.3,-71.7,-76.24,317.04,1.27
1.32,-71.8,-76.05,269.36,1.27
1.29,-71.89,-77.09,300.46,1.27
1.32,-72.58,-77.75,293.83,1.27
1.31,-71.87,-76.45,313.62,1.27
1.29,-72.26,-76.68,303.12,1.27
1.31,-72.35,-77.55,252.96,1.27
1.33,-72.14,-76.49,315.5,1.27
1.35,-76.98,-89.58,201.2,1.27
1.33,-77.08,-88.05,65.46,1.27
1.34,-77.02,-89.55,136.92,1.27
1.33,-78.13,-89.58,201.65,1.27
1.32,-77.58,-89.32,154.6,1.27
1.35,-78.08,-89.64,236.87,1.27
1.32,-77.81,-89.08,116.21,1.27
1.33,-77.48,-89.75,156.46,1.27
1.33,-77.98,-89.33,106.0,1.27
1.31,-78.46,-89.78,143.33,1.27
1.33,-78.43,-89.03,81.14,1.27
1.35,-78.53,-90.26,101.83,1.27
1.32,-78.4,-90.21,148.29,1.27
1.31,-78.31,-89.49,80.11,1.27
1.33,-78.65,-90.0,133.12,1.27
1.31,-78.46,-90.11,181.6,1.27
1.34,-79.38,-90.03,92.79,1.27
1.33,-79.23,-90.34,162.65,1.27
1.33,-78.89,-89.79,76.58,1.27
1.36,-78.75,-91.0,115.62,1.27
1.32,-79.06,-91.14,131.42,1.27
1.33,-78.83,-90.54,108.6,1.27
1.32,-79.07,-91.0,140.2,1.27
1.32,-79.33,-91.57,124.75,1.27
1.35,-79.38,-90.53,117.85,1.27
1.34,-79.55,-91.63,111.79,1.27
1.32,-79.29,-91.31,126.71,1.27
1.35,-79.3,-91.01,115.25,1.27
1.33,-79.7,-91.29,139.4,1.27
1.33,-79.76,-91.86,111.83,1.27
1.36,-79.6,-90.53,99.12,1.27
1.33,-79.99,-91.47,124.95,1.27
1.33,-80.17,-92.11,111.8,1.27
1.31,-79.68,-90.53,87.57,1.27
1.33,-79.74,-90.96,113.25,1.27
1.36,-79.83,-91.4,99.25,1.27
1.35,-79.56,-90.65,107.75,1.27
1.34,-79.47,-90.38,138.95,1.27
1.38,-79.55,-89.49,107.71,1.27
1.36,-79.86,-89.8,119.33,1.27
1.38,-79.47,-89.57,130.25,1.27
1.39,-79.09,-89.64,130.75,1.27
1.36,-78.82,-88.7,139.87,1.27
1.41,-79.02,-88.99,107.29,1.27
1.4,-78.76,-88.66,178.35,1.27
1.4,-78.78,-89.0,155.3,1.27
1.4,-77.44,-86.26,154.89,1.27
1.45,-78.53,-88.01,165.04,1.27
1.44,-78.23,-88.12,189.95,1.27
1.4,-78.39,-86.86,162.71,1.27
1.38,-77.99,-86.7,150.71,1.27
1.42,-78.12,-87.29,201.85,1.27
1.44,-78.14,-88.12,172.9,1.27
1.42,-77.92,-86.65,191.35,1.27
1.4,-77.85,-86.08,152.07,1.27
1.4,-78.17,-87.34,181.29,1.27
1.44,-77.54,-85.85,198.54,1.27
1.43,-77.48,-85.6,242.3,1.27
1.42,-77.56,-86.62,160.37,1.27
1.42,-77.13,-85.65,184.96,1.27
1.42,-77.27,-85.32,239.5,1.27
1.43,-77.14,-84.48,259.35,1.27
1.43,-76.88,-83.67,273.85,1.27
1.42,-76.96,-83.42,228.83,1.27
1.43,-76.29,-84.96,197.8,1.27
1.42,-76.57,-84.21,232.3,1.27
1.41,-77.22,-85.56,190.75,1.27
1.44,-76.35,-83.2,269.25,1.27
1.42,-76.17,-83.09,228.5,1.27
1.44,-77.31,-85.08,253.25,1.27
1.43,-76.33,-82.95,280.15,1.27
1.44,-75.83,-81.75,218.68,1.27
1.42,-75.47,-83.06,192.21,1.27
1.41,-75.6,-82.71,250.35,1.27
1.44,-75.44,-81.85,237.83,1.27
1.44,-75.5,-81.61,244.75,1.27
1.43,-75.27,-81.23,263.17,1.27
1.44,-75.72,-81.95,296.5,1.27
1.44,-75.4,-80.97,269.0,1.27
1.46,-76.28,-82.49,277.7,1.27
1.44,-75.17,-80.88,218.96,1.27
1.41,-75.55,-81.31,257.04,1.27
1.44,-76.24,-83.44,216.5,1.27
1.41,-75.6,-82.35,239.1,1.27
1.43,-75.4,-82.15,245.0,1.27
1.41,-75.48,-82.0,201.58,1.27
1.44,-76.25,-82.7,221.87,1.27
1.41,-76.34,-82.68,220.71,1.27
1.42,-76.75,-83.41,214.0,1.27
1.43,-75.53,-81.62,236.46,1.27
1.4,-76.17,-82.12,239.04,1.27
1.41,-76.28,-82.41,267.25,1.27
1.42,-75.36,-80.79,304.5,1.27
1.41,-75.94,-81.66,234.71,1.27
1.41,-75.28,-81.06,299.75,1.27
1.44,-75.13,-80.58,247.0,1.27
1.43,-76.17,-81.84,238.33,1.27
1.45,-76.1,-82.09,228.54,1.27
1.42,-75.09,-80.55,252.17,1.27
1.44,-76.21,-81.86,210.71,1.27
1.44,-74.97,-80.19,325.35,1.27
1.44,-75.17,-80.34,261.21,1.27
1.44,-75.14,-80.46,228.04,1.27
1.46,-74.95,-79.98,268.0,1.27
1.43,-75.06,-80.29,261.08,1.27
1.46,-75.23,-80.48,259.5,1.27
1.43,-75.26,-80.54,301.8,1.27
1.43,-75.15,-80.5,308.8,1.27
1.44,-75.11,-80.47,314.5,1.27
1.44,-74.93,-80.32,319.9,1.27
1.43,-75.45,-80.9,312.15,1.27
1.44,-75.17,-80.6,265.04,1.27
1.44,-75.0,-80.25,310.85,1.27
1.41,-75.34,-80.46,307.85,1.27
1.44,-75.46,-80.8,225.36,1.27
1.45,-74.9,-80.24,268.37,1.27
1.44,-75.01,-80.32,269.08,1.27
1.43,-75.04,-80.75,386.94,1.27
1.44,-75.63,-81.3,257.33,1.27
1.44,-74.91,-80.26,317.05,1.27
1.42,-74.83,-80.19,318.2,1.27
1.42,-75.0,-80.55,305.8,1.27
1.42,-75.76,-81.92,234.0,1.27
1.44,-75.05,-80.87,291.85,1.27
1.43,-76.08,-82.9,215.46,1.27
1.44,-75.17,-81.17,232.04,1.27
1.41,-75.56,-82.1,267.4,1.27
1.42,-75.21,-81.57,238.87,1.27
1.43,-75.82,-82.89,268.85,1.27
1.41,-75.11,-81.3,235.71,1.27
1.43,-74.88,-81.22,288.65,1.27
1.43,-74.99,-81.27,232.5,1.27
1.43,-75.09,-81.69,219.0,1.27
1.42,-74.84,-81.66,214.0,1.27
1.4,-75.11,-82.0,214.79,1.27
1.41,-74.98,-81.98,206.87,1.27
1.4,-75.86,-83.0,270.15,1.27
1.4,-74.93,-82.56,218.4,1.27
1.4,-75.15,-82.82,177.83,1.27
1.39,-74.92,-81.37,265.33,1.27
1.4,-75.17,-81.92,293.95,1.27
1.41,-75.15,-82.2,298.8,1.27
1.39,-75.24,-82.12,305.85,1.27
1.39,-75.74,-83.16,289.1,1.27
1.41,-75.58,-83.23,234.71,1.27
1.41,-75.84,-84.11,274.15,1.27
1.4,-75.82,-83.7,232.5,1.27
1.42,-75.59,-83.72,235.54,1.27
1.41,-76.03,-84.11,224.17,1.27
1.43,-75.96,-84.31,325.87,1.27
1.41,-76.14,-84.79,220.87,1.27
1.43,-76.48,-85.69,209.33,1.27
1.4,-75.87,-84.41,257.45,1.27
1.4,-76.32,-84.96,216.12,1.27
1.41,-76.84,-86.05,196.75,1.27
1.4,-76.38,-85.13,256.15,1.27
1.4,-76.04,-84.67,213.5,1.27
1.44,-76.85,-86.91,190.87,1.27
1.41,-76.45,-84.73,253.95,1.27
1.44,-76.29,-84.9,206.83,1.27
1.42,-75.93,-84.72,247.3,1.27
1.42,-75.91,-84.88,201.5,1.27
1.4,-76.24,-84.64,198.0,1.27
1.4,-76.4,-86.0,226.55,1.27
1.4,-76.03,-84.81,245.25,1.27
1.4,-76.09,-85.92,187.25,1.27
1.4,-76.28,-85.33,190.0,1.27
1.4,-76.29,-86.11,184.42,1.27
1.41,-76.68,-86.99,173.96,1.27
1.54,-71.44,-76.39,270.07,1.524
1.51,-71.51,-75.97,327.42,1.524
1.56,-71.22,-75.82,277.5,1.524
1.55,-71.28,-76.8,295.37,1.524
1.54,-71.28,-76.01,321.62,1.524
1.54,-71.74,-76.78,353.1,1.524
1.51,-71.53,-75.69,236.62,1.524
1.56,-71.58,-76.77,293.12,1.524
1.53,-71.63,-76.18,237.72,1.524
1.53,-71.71,-75.88,393.4,1.524
1.55,-71.84,-76.74,254.46,1.524
1.54,-71.49,-75.92,269.96,1.524
1.56,-71.53,-76.0,266.21,1.524
1.53,-71.93,-75.98,308.12,1.524
1.56,-71.91,-76.14,322.75,1.524
1.53,-71.7,-76.61,296.04,1.524
1.54,-71.67,-76.03,304.42,1.524
1.56,-71.87,-75.93,275.75,1.524
1.53,-71.9,-75.81,391.8,1.524
1.57,-72.06,-76.34,294.75,1.524
1.58,-71.73,-76.89,285.83,1.524
1.57,-72.01,-76.1,325.37,1.524
1.53,-71.98,-76.58,305.42,1.524
1.54,-72.01,-76.14,387.7,1.524
1.56,-72.19,-76.47,263.29,1.524
1.56,-71.97,-76.18,307.87,1.524
1.58,-71.88,-75.9,322.29,1.524
1.56,-72.02,-76.59,246.71,1.524
1.55,-72.26,-76.5,327.25,1.524
1.54,-72.45,-77.06,299.92,1.524
1.53,-72.32,-77.33,234.0,1.524
1.53,-72.68,-76.81,260.29,1.524
1.54,-72.56,-77.54,263.42,1.524
1.54,-72.63,-76.85,311.17,1.524
1.56,-72.82,-77.39,291.33,1.524
1.52,-73.05,-78.37,303.55,1.524
1.53,-73.25,-77.54,286.21,1.524
1.56,-73.31,-78.26,224.82,1.524
1.54,-73.35,-77.0,366.35,1.524
1.53,-73.2,-77.55,352.6,1.524
1.57,-73.11,-76.98,318.83,1.524
1.56,-72.55,-76.28,315.25,1.524
1.56,-72.51,-77.33,352.9,1.524
1.56,-72.34,-76.1,317.46,1.524
1.55,-72.46,-76.48,296.29,1.524
1.53,-72.3,-76.13,317.87,1.524
1.54,-72.6,-76.4,315.21,1.524
1.56,-72.83,-77.36,277.17,1.524
1.56,-72.58,-76.26,308.12,1.524
1.59,-72.93,-77.25,298.21,1.524
1.58,-73.01,-76.86,354.1,1.524
1.56,-73.63,-77.61,365.25,1.524
1.56,-73.76,-78.28,276.67,1.524
1.55,-73.68,-77.1,301.96,1.524
1.58,-74.42,-78.75,358.85,1.524
1.59,-73.22,-76.55,370.6,1.524
1.55,-73.22,-77.1,263.39,1.524
1.56,-73.25,-76.54,318.62,1.524
1.57,-72.37,-75.47,327.96,1.524
1.55,-72.78,-76.21,262.61,1.524
1.56,-72.13,-75.36,325.62,1.524
1.59,-72.3,-75.51,324.92,1.524
1.56,-72.44,-75.84,366.9,1.524
1.54,-72.67,-76.25,315.75,1.524
1.58,-73.61,-78.15,293.12,1.524
1.58,-73.05,-76.7,309.96,1.524
1.63,-74.02,-78.99,241.46,1.524
1.66,-76.23,-83.35,199.54,1.524
1.63,-79.15,-88.71,163.67,1.524
1.69,-80.75,-89.53,134.87,1.524
1.74,-79.19,-86.01,182.29,1.524
1.76,-78.76,-83.66,204.5,1.524
1.68,-78.5,-83.92,209.04,1.524
1.6,-78.41,-81.96,234.04,1.524
1.59,-76.87,-80.59,231.21,1.524
1.57,-75.09,-77.26,306.04,1.524
1.56,-74.42,-77.16,255.14,1.524
1.56,-74.07,-76.43,379.2,1.524
1.54,-74.37,-77.31,301.21,1.524
1.54,-74.2,-76.68,304.46,1.524
1.54,-73.75,-76.51,274.61,1.524
1.54,-73.0,-77.07,254.61,1.524
1.56,-73.11,-76.27,276.89,1.524
1.55,-72.38,-77.1,228.62,1.524
1.55,-73.38,-78.07,290.17,1.524
1.56,-73.75,-79.53,279.96,1.524
1.58,-74.12,-79.68,332.4,1.524
1.57,-74.03,-79.72,289.21,1.524
1.56,-73.67,-79.55,266.67,1.524
1.56,-73.68,-80.26,289.0,1.524
1.56,-72.19,-79.31,291.08,1.524
1.56,-71.47,-79.38,261.0,1.524
1.53,-71.14,-78.44,305.79,1.524
1.53,-71.26,-79.43,305.75,1.524
1.53,-70.49,-77.13,310.92,1.524
1.53,-69.96,-76.89,270.43,1.524
1.5,-69.65,-75.67,268.21,1.524
1.53,-69.79,-75.75,267.82,1.524
1.49,-69.41,-75.19,275.89,1.524
1.53,-69.69,-74.78,266.96,1.524
1.51,-69.79,-75.41,261.68,1.524
1.51,-69.71,-74.48,254.75,1.524
1.5,-69.19,-74.65,275.54,1.524
1.48,-69.15,-73.82,241.0,1.524
1.49,-69.52,-75.18,270.04,1.524
1.46,-69.13,-73.81,244.66,1.524
1.49,-69.47,-75.6,267.93,1.524
1.48,-69.09,-73.66,242.31,1.524
1.48,-68.92,-74.36,284.79,1.524
1.48,-69.59,-74.01,243.53,1.524
1.46,-69.05,-73.45,226.89,1.524
1.49,-69.7,-74.14,239.37,1.524
1.48,-69.4,-74.87,233.62,1.524
1.47,-69.77,-74.29,265.32,1.524
1.47,-69.71,-74.01,233.28,1.524
1.49,-69.5,-74.77,231.91,1.524
1.47,-68.84,-73.17,240.87,1.524
1.45,-69.64,-74.52,272.61,1.524
1.47,-68.96,-73.17,282.79,1.524
1.46,-69.26,-74.02,277.29,1.524
1.49,-69.65,-73.7,245.84,1.524
1.45,-69.57,-74.41,205.69,1.524
1.49,-69.09,-73.56,275.82,1.524
1.47,-68.85,-73.36,255.03,1.524
1.48,-69.53,-74.35,259.71,1.524
1.48,-68.8,-73.17,244.34,1.524
1.49,-69.71,-73.97,279.39,1.524
1.49,-69.0,-73.37,247.97,1.524
1.48,-69.12,-73.7,245.75,1.524
1.46,-69.12,-73.3,245.19,1.524
1.47,-69.69,-74.78,267.07,1.524
1.48,-69.8,-74.26,238.28,1.524
1.46,-70.21,-75.41,259.89,1.524
1.49,-69.78,-74.55,232.06,1.524
1.45,-69.32,-74.19,282.25,1.524
1.48,-69.27,-73.6,279.61,1.524
1.47,-69.76,-74.39,233.72,1.524
1.48,-69.2,-73.86,315.33,1.524
1.46,-69.22,-73.55,282.86,1.524
1.48,-69.13,-73.5,284.18,1.524
1.49,-69.12,-73.45,274.86,1.524
1.47,-69.48,-73.88,322.12,1.524
1.47,-69.24,-73.59,278.57,1.524
1.49,-69.91,-74.8,226.94,1.524
1.48,-69.69,-74.11,311.42,1.524
1.47,-69.17,-73.45,247.91,1.524
1.47,-69.3,-73.55,274.43,1.524
1.47,-69.63,-74.04,275.46,1.524
1.48,-69.84,-74.16,242.91,1.524
1.48,-70.11,-74.49,269.14,1.524
1.47,-69.77,-73.78,276.29,1.524
1.47,-70.15,-74.63,233.81,1.524
1.46,-69.75,-73.97,287.86,1.524
1.48,-69.57,-73.63,276.29,1.524
1.48,-70.57,-75.32,305.08,1.524
1.48,-69.97,-73.84,282.11,1.524
1.46,-70.25,-75.39,304.12,1.524
1.47,-70.48,-75.16,289.75,1.524
1.48,-69.63,-73.65,323.42,1.524
1.48,-70.33,-74.83,235.37,1.524
1.47,-70.09,-74.3,323.42,1.524
1.47,-70.51,-75.95,222.72,1.524
1.49,-69.71,-74.26,242.12,1.524
1.5,-69.77,-74.8,271.21,1.524
1.47,-70.62,-75.31,225.69,1.524
1.49,-69.38,-73.93,282.96,1.524
1.48,-69.97,-74.79,261.75,1.524
1.49,-69.88,-74.92,271.57,1.524
1.48,-70.28,-74.51,277.04,1.524
1.48,-69.57,-73.92,326.25,1.524
1.49,-70.14,-74.57,252.62,1.524
1.47,-69.62,-74.1,284.43,1.524
1.5,-69.69,-75.23,270.36,1.524
1.48,-70.24,-75.16,303.96,1.524
1.5,-70.18,-75.39,237.62,1.524
1.48,-69.85,-74.58,330.79,1.524
1.5,-69.8,-74.22,278.0,1.524
1.48,-70.19,-75.47,309.42,1.524
1.49,-70.12,-75.22,231.59,1.524
1.47,-70.24,-74.93,241.91,1.524
1.49,-70.02,-74.64,235.72,1.524
1.5,-70.31,-75.22,324.17,1.524
1.48,-69.68,-74.56,327.58,1.524
1.48,-69.58,-75.02,274.32,1.524
1.48,-69.87,-75.32,272.93,1.524
1.5,-69.61,-74.87,236.66,1.524
1.51,-70.15,-75.76,241.59,1.524
1.5,-70.15,-75.67,260.36,1.524
1.5,-69.81,-76.16,266.68,1.524
1.5,-69.55,-74.68,218.83,1.524
1.5,-69.59,-75.87,275.07,1.524
1.49,-70.05,-75.64,235.25,1.524
1.51,-70.06,-76.27,266.25,1.524
1.49,-69.86,-75.18,278.93,1.524
1.51,-70.07,-76.01,261.29,1.524
1.51,-69.52,-75.47,306.17,1.524
1.5,-69.84,-75.74,258.82,1.524
1.49,-69.37,-75.0,319.92,1.524
1.48,-69.46,-75.09,276.54,1.524
1.51,-69.44,-75.11,271.25,1.524
1.47,-69.93,-75.35,266.82,1.524
1.5,-69.56,-76.16,311.04,1.524
1.49,-69.47,-74.89,246.41,1.524
1.52,-70.02,-76.39,303.46,1.524
1.48,-69.76,-75.75,266.18,1.524
1.51,-69.54,-75.72,208.44,1.524
1.49,-69.34,-75.05,276.39,1.524
1.49,-69.54,-75.41,327.33,1.524
1.5,-70.04,-76.06,260.61,1.524
1.5,-69.47,-75.14,277.25,1.524
1.49,-69.9,-75.58,235.31,1.524
1.49,-69.56,-74.97,241.06,1.524
1.51,-69.45,-75.31,315.0,1.524
1.48,-69.41,-74.88,214.97,1.524
1.49,-69.6,-76.63,301.62,1.524
1.49,-69.71,-75.59,273.04,1.524
1.5,-69.46,-76.35,307.75,1.524
1.48,-69.45,-75.12,238.81,1.524
1.51,-69.51,-76.04,275.64,1.524
1.48,-69.92,-75.64,272.11,1.524
1.52,-69.91,-76.42,307.58,1.524
1.5,-69.26,-75.22,278.68,1.524
1.5,-70.06,-76.39,257.54,1.524
1.5,-69.66,-75.75,279.0,1.524
1.47,-69.98,-76.12,304.5,1.524
1.49,-69.28,-76.64,261.71,1.524
1.49,-69.91,-76.11,303.83,1.524
1.51,-70.04,-77.29,311.58,1.524
1.47,-69.3,-75.4,274.86,1.524
1.51,-69.52,-76.21,322.25,1.524
1.49,-69.89,-76.15,259.71,1.524
1.51,-69.53,-75.78,275.61,1.524
1.5,-69.8,-76.23,264.5,1.524
1.48,-69.82,-76.09,282.43,1.524
1.49,-69.42,-76.67,263.5,1.524
1.48,-70.04,-75.87,257.86,1.524
1.52,-69.76,-76.85,308.96,1.524
1.47,-69.44,-75.59,280.11,1.524
1.51,-69.86,-76.6,254.89,1.524
1.5,-70.08,-76.37,255.96,1.524
1.51,-69.69,-76.05,239.94,1.524
1.49,-69.98,-76.39,256.89,1.524
1.49,-69.95,-76.57,303.79,1.524
1.49,-69.24,-76.8,226.62,1.524
1.48,-69.86,-76.0,269.11,1.524
1.52,-69.39,-76.73,261.96,1.524
1.5,-69.39,-75.59,324.58,1.524
1.49,-69.44,-76.38,267.93,1.524
1.49,-69.87,-76.02,306.17,1.524
1.51,-69.52,-76.39,240.31,1.524
1.51,-69.95,-75.74,275.89,1.524
1.5,-70.19,-76.73,319.12,1.524
1.5,-69.41,-75.38,327.04,1.524
1.49,-69.7,-75.95,279.11,1.524
1.46,-69.98,-75.79,280.36,1.524
1.49,-69.88,-75.82,274.57,1.524
1.48,-70.22,-76.68,251.68,1.524
1.49,-70.22,-75.86,256.96,1.524
1.49,-70.3,-77.48,294.17,1.524
1.5,-70.34,-75.82,236.06,1.524
1.52,-70.61,-77.56,247.29,1.524
1.51,-69.43,-75.22,274.79,1.524
1.5,-70.51,-77.48,255.39,1.524
1.49,-70.41,-76.38,255.61,1.524
1.5,-70.34,-77.05,303.5,1.524
1.49,-70.37,-76.23,270.18,1.524
1.5,-69.65,-75.86,317.83,1.524
1.47,-69.54,-75.55,270.64,1.524
1.49,-70.38,-76.78,227.97,1.524
1.52,-70.16,-75.82,212.56,1.524
1.48,-70.2,-75.82,319.96,1.524
1.52,-69.89,-76.97,252.82,1.524
1.51,-69.97,-75.68,276.93,1.524
1.52,-70.47,-77.19,197.5,1.524
1.51,-69.85,-75.36,213.92,1.524
1.5,-70.36,-77.32,256.68,1.524
1.49,-69.59,-75.18,333.54,1.524
1.52,-70.18,-76.2,306.08,1.524
1.49,-69.71,-75.32,240.37,1.524
1.5,-69.77,-75.93,277.11,1.524
1.48,-70.32,-76.53,200.53,1.524
1.51,-69.84,-76.02,277.93,1.524
1.5,-70.29,-76.01,267.68,1.524
1.49,-70.43,-76.38,276.39,1.524
1.51,-69.79,-77.19,199.47,1.524
1.5,-70.59,-76.55,225.84,1.524
1.49,-70.05,-77.02,257.25,1.524
1.49,-69.96,-75.83,238.41,1.524
1.5,-70.22,-77.04,258.07,1.524
1.48,-69.99,-75.61,212.5,1.524
1.52,-70.67,-76.98,255.86,1.524
1.47,-69.86,-75.33,283.54,1.524
1.49,-69.86,-76.15,317.92,1.524
1.5,-69.88,-75.76,240.56,1.524
1.49,-70.35,-76.4,262.14,1.524
1.49,-69.98,-75.51,219.03,1.524
1.51,-69.86,-75.33,277.29,1.524
1.49,-69.98,-76.98,250.61,1.524
1.49,-70.0,-75.2,241.53,1.524
1.49,-70.22,-77.62,218.16,1.524
1.47,-70.35,-75.83,264.75,1.524
1.49,-70.48,-76.77,226.06,1.524
1.49,-70.33,-76.37,255.43,1.524
1.5,-69.8,-75.66,321.37,1.524
1.49,-69.71,-75.62,271.46,1.524
1.51,-70.21,-75.84,263.79,1.524
1.48,-70.12,-75.66,236.31,1.524
1.48,-69.7,-75.12,265.0,1.524
1.5,-69.61,-75.0,243.87,1.524
1.52,-69.65,-74.94,252.37,1.524
1.5,-69.76,-75.49,233.81,1.524
1.49,-69.99,-75.69,268.29,1.524
1.5,-69.41,-76.24,213.39,1.524
1.48,-69.63,-74.73,280.21,1.524
1.51,-69.9,-76.23,232.56,1.524
1.45,-69.53,-74.65,243.97,1.524
1.49,-70.07,-76.77,228.28,1.524
1.48,-69.8,-75.71,258.18,1.524
1.52,-69.47,-75.8,237.59,1.524
1.49,-69.65,-75.04,269.86,1.524
1.53,-69.68,-76.15,259.21,1.524
1.49,-69.34,-75.04,236.94,1.524
1.49,-69.26,-75.77,283.39,1.524
1.49,-69.44,-75.37,263.54,1.524
1.51,-69.39,-76.22,242.03,1.524
1.48,-69.46,-75.31,234.53,1.524
1.5,-69.58,-75.87,266.04,1.524
1.49,-69.17,-74.55,247.06,1.524
1.54,-69.41,-75.61,279.14,1.524
1.49,-69.28,-74.73,281.29,1.524
1.51,-69.56,-75.74,268.82,1.524
1.47,-69.2,-74.74,274.14,1.524
1.51,-69.87,-76.39,270.75,1.524
1.47,-69.3,-74.85,246.94,1.524
1.5,-69.24,-75.2,284.32,1.524
1.49,-69.88,-75.88,259.93,1.524
1.48,-69.32,-75.72,276.75,1.524
1.46,-69.3,-74.97,332.5,1.524
1.49,-70.0,-77.08,261.54,1.524
1.47,-69.22,-75.07,323.58,1.524
1.49,-69.56,-76.14,271.79,1.524
1.49,-69.29,-75.31,274.61,1.524
1.51,-69.8,-76.21,267.96,1.524
1.48,-69.33,-75.5,277.82,1.524
1.47,-69.5,-75.13,280.96,1.524
1.47,-70.01,-76.29,225.31,1.524
1.48,-69.6,-75.51,311.87,1.524
1.47,-69.54,-75.34,311.92,1.524
1.48,-70.24,-75.9,258.61,1.524
1.49,-69.34,-75.07,243.72,1.524
1.49,-70.15,-76.04,235.53,1.524
1.5,-70.0,-77.1,252.29,1.524
1.48,-69.58,-75.14,236.53,1.524
1.48,-69.64,-75.33,273.64,1.524
1.47,-69.54,-75.06,319.17,1.524
1.47,-69.51,-75.11,278.54,1.524
1.47,-70.03,-75.71,265.07,1.524
1.49,-70.07,-77.67,246.32,1.524
1.49,-69.64,-75.09,243.44,1.524
1.49,-69.8,-76.02,258.86,1.524
1.49,-69.67,-75.42,327.0,1.524
1.48,-70.15,-76.15,267.18,1.524
1.49,-69.78,-75.12,242.87,1.524
1.5,-70.28,-76.42,222.56,1.524
1.48,-69.82,-75.81,283.64,1.524
1.49,-70.16,-77.24,241.29,1.524
1.48,-70.06,-76.48,275.32,1.524
1.47,-69.54,-75.5,274.0,1.524
1.49,-70.2,-76.38,256.43,1.524
1.49,-70.07,-76.28,258.54,1.524
1.5,-69.91,-75.28,214.0,1.524
1.49,-70.44,-76.46,259.04,1.524
1.47,-70.1,-75.35,238.16,1.524
1.5,-69.98,-75.99,257.29,1.524
1.46,-69.83,-75.25,267.61,1.524
1.52,-69.82,-76.9,229.72,1.524
1.47,-69.19,-74.47,281.0,1.524
1.49,-70.09,-76.83,263.46,1.524
1.47,-69.26,-74.64,300.21,1.524
1.5,-70.26,-75.48,268.54,1.524
1.48,-69.68,-75.15,246.87,1.524
1.48,-69.65,-74.99,274.29,1.524
1.47,-69.5,-74.78,218.25,1.524
1.51,-69.35,-74.81,278.07,1.524
1.47,-70.03,-75.29,272.71,1.524
1.49,-70.38,-75.86,308.62,1.524
1.47,-69.62,-74.52,244.31,1.524
1.5,-70.36,-75.88,224.16,1.524
1.48,-69.48,-74.44,279.43,1.524
1.5,-69.52,-76.14,314.46,1.524
1.47,-69.75,-74.81,270.32,1.524
1.5,-69.92,-75.63,231.22,1.524
1.46,-69.92,-74.99,232.97,1.524
1.49,-69.63,-75.06,219.92,1.524
1.47,-69.66,-74.58,193.12,1.524
1.46,-70.21,-75.52,260.57,1.524
1.47,-69.45,-74.64,288.43,1.524
1.5,-69.39,-74.53,250.41,1.524
1.49,-69.84,-75.06,229.78,1.524
1.5,-69.56,-74.88,277.68,1.524
1.49,-69.34,-74.5,243.37,1.524
1.5,-69.39,-74.76,275.89,1.524
1.49,-69.87,-75.21,211.64,1.524
1.46,-69.52,-74.89,281.96,1.524
1.48,-69.97,-75.27,315.0,1.524
1.46,-69.46,-74.91,280.11,1.524
1.47,-70.08,-75.41,263.96,1.524
1.47,-70.12,-75.94,260.54,1.524
1.49,-70.09,-75.67,309.42,1.524
1.46,-70.1,-75.49,325.75,1.524
1.49,-69.56,-75.35,274.32,1.524
1.47,-69.39,-74.8,280.61,1.524
1.5,-69.89,-76.2,261.04,1.524
1.45,-69.35,-74.62,286.39,1.524
1.48,-69.54,-75.82,267.43,1.524
1.44,-70.27,-75.6,259.96,1.524
1.47,-69.39,-75.64,322.46,1.524
1.46,-69.32,-74.58,282.82,1.524
1.49,-69.63,-75.87,267.36,1.524
1.46,-69.45,-74.68,279.54,1.524
1.48,-69.75,-76.56,317.62,1.524
1.45,-69.59,-74.88,276.11,1.524
1.47,-69.33,-74.93,282.82,1.524
1.44,-69.55,-74.96,266.32,1.524
1.48,-69.66,-75.28,308.62,1.524
1.47,-69.25,-74.44,283.14,1.524
1.46,-69.43,-74.54,286.21,1.524
1.48,-70.04,-75.76,275.36,1.524
1.46,-69.35,-74.9,281.96,1.524
1.48,-69.34,-74.97,272.86,1.524
1.47,-69.77,-74.82,276.64,1.524
1.49,-69.41,-75.3,210.92,1.524
1.43,-69.26,-74.59,241.25,1.524
1.49,-69.56,-75.35,262.57,1.524
1.45,-69.16,-74.18,278.61,1.524
1.46,-69.66,-75.51,259.64,1.524
